playerid,Player,K,HB,D,M,G,B,T,HO,GA,I50,CL,CG,R50,FF,FA,AF,SC,fixture_id
7064,Liam Duggan,18,9,27,8,0,1,1,0,1,3,2,4,5,1,1,99,90,156
7065,Shannon Hurn,21,3,24,7,0,0,3,0,0,0,1,2,5,0,1,99,87,156
7066,Jayden Hunt,13,10,23,7,0,1,2,0,0,2,0,2,5,0,2,83,79,156
7067,Brady Hough,14,7,21,6,0,0,1,0,0,2,0,4,2,1,1,76,76,156
7068,Tom Cole,11,9,20,6,0,0,2,0,0,1,0,4,3,1,0,78,68,156
7069,Tim Kelly,9,11,20,3,0,0,3,0,0,2,2,3,1,0,1,67,56,156
7070,Campbell Chesser,7,12,19,3,0,0,1,0,0,0,2,4,1,1,1,56,47,156
7071,Dominic Sheed,11,7,18,9,1,0,0,0,0,1,1,2,4,0,1,77,62,156
7072,Bailey J. Williams,9,8,17,2,1,0,2,27,0,3,6,5,0,4,3,85,98,156
7073,Elijah Hewett,7,10,17,2,0,1,3,0,0,2,2,4,2,0,0,60,53,156
7074,Sam P-Seton,9,6,15,4,1,0,3,0,0,1,0,2,0,1,1,67,73,156
7075,Oscar Allen,13,2,15,6,0,1,0,0,0,1,0,2,3,0,2,56,70,156
7076,Xavier O'Neill↙,9,4,13,2,0,0,3,0,1,3,0,1,1,0,1,50,37,156
7077,Rhett Bazzo,4,9,13,4,0,0,0,0,0,0,1,2,0,0,0,42,51,156
7078,Ryan Maric,7,5,12,3,1,0,3,0,0,4,1,2,0,2,1,57,67,156
7079,Jamie Cripps,7,3,10,4,1,1,4,0,0,3,1,1,0,0,0,62,53,156
7080,Jack Petruccelle,3,7,10,5,1,1,1,0,0,1,0,1,0,0,0,49,39,156
7081,Noah Long,5,5,10,4,1,1,2,0,3,2,1,2,0,1,2,47,58,156
7082,Jack Darling,6,2,8,5,2,0,3,0,0,1,0,1,0,1,0,62,52,156
7083,Luke Shuey↗,1,6,7,0,0,0,2,0,0,1,0,6,0,0,4,11,15,156
7084,Jack Williams,2,4,6,1,0,0,3,7,0,1,1,3,0,0,0,36,19,156
7085,Josh Dunkley,9,18,27,5,0,0,8,0,0,2,7,3,1,2,0,112,115,157
7086,Hugh McCluggage,14,12,26,6,0,0,2,0,0,3,3,4,3,1,1,90,87,157
7087,Lachie Neale,12,13,25,7,0,0,6,0,0,3,10,4,2,1,1,105,108,157
7088,Conor McKenna,18,5,23,3,1,0,2,0,0,3,2,6,3,0,0,87,85,157
7089,Callum Ah Chee,11,12,23,9,1,1,5,0,1,3,3,1,1,0,1,108,140,157
7090,Darcy Wilmot,16,7,23,5,0,1,3,0,0,2,0,2,3,0,0,90,89,157
7091,Joe Daniher,16,5,21,6,2,1,2,0,0,2,4,3,1,3,1,97,93,157
7092,Keidean Coleman,17,4,21,7,0,0,6,0,1,7,1,4,2,1,0,105,88,157
7093,Jaspa Fletcher,13,6,19,8,0,1,0,0,0,2,2,3,2,0,0,76,66,157
7094,Jarrod Berry,9,8,17,3,0,0,4,0,0,3,5,5,3,0,1,65,58,157
7095,Lincoln McCarthy,11,5,16,2,2,0,4,0,2,4,2,1,2,0,0,77,89,157
7096,Will Ashcroft↗,10,6,16,4,0,1,2,0,0,3,1,3,0,0,0,63,56,157
7097,Dayne Zorko,11,4,15,5,0,0,6,0,1,2,2,4,2,1,2,75,74,157
7098,Cameron Rayner,8,6,14,3,0,0,2,0,0,2,3,1,0,0,0,53,69,157
7099,Jack Gunston,9,3,12,5,0,1,0,0,0,6,0,4,0,1,1,47,38,157
7100,Harris Andrews,11,1,12,6,0,0,2,0,0,0,0,3,3,1,2,56,83,157
7101,Jack Payne,9,3,12,8,0,0,0,0,0,0,0,2,5,0,0,57,61,157
7102,Ryan Lester,11,0,11,7,0,0,1,0,0,0,0,3,4,0,2,52,78,157
7103,Charlie Cameron,6,5,11,4,1,0,3,0,2,1,0,3,0,0,1,55,62,157
7104,Oscar McInerney,7,4,11,1,0,0,3,33,0,3,4,3,1,0,2,71,96,157
7105,Eric Hipwood,5,3,8,2,2,0,3,0,0,1,0,3,0,1,1,49,52,157
7106,Brandon Starcevich,5,3,8,4,0,0,0,0,0,1,0,2,3,0,0,33,33,157
7107,Kai Lohmann↙,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,157
7108,Thomas Stewart,18,7,25,9,0,0,5,0,0,1,1,1,5,1,0,116,152,157
7109,Jack Bowes,12,12,24,5,0,1,2,0,0,5,0,6,3,0,2,78,75,157
7110,Mitchell Duncan,11,12,23,9,0,0,2,0,0,4,1,3,2,0,0,92,81,157
7111,Mark Blicavs,9,9,18,7,0,1,3,10,0,2,1,1,3,1,0,90,81,157
7112,Zach Guthrie,12,6,18,3,0,0,3,0,0,1,1,3,5,0,1,66,78,157
7113,Patrick Dangerfield,12,5,17,6,2,0,4,0,0,6,4,3,1,2,0,94,94,157
7114,Zach Tuohy,12,5,17,1,0,1,2,0,0,0,4,1,4,1,0,59,63,157
7115,Isaac Smith,16,1,17,9,0,1,1,0,1,2,0,0,2,1,0,83,76,157
7116,Tom Atkins,7,9,16,0,0,0,6,0,0,3,1,4,0,1,2,58,50,157
7117,Gryan Miers,8,8,16,4,0,0,4,0,1,1,3,3,1,0,0,68,67,157
7118,Mark O'Connor,13,2,15,8,0,0,4,0,0,2,2,2,3,1,0,84,68,157
7119,Sam De Koning,10,5,15,5,0,0,1,0,0,1,0,1,4,0,0,59,82,157
7120,Bradley Close,7,8,15,6,0,0,1,0,2,3,0,0,0,2,0,61,68,157
7121,Max Holmes,6,9,15,5,0,0,6,0,0,4,2,2,2,1,0,76,76,157
7122,Jake Kolodjashnij,7,7,14,5,0,0,2,0,0,0,0,1,2,0,0,58,75,157
7123,Jack Henry,6,7,13,2,0,0,2,0,0,0,1,2,5,1,1,44,76,157
7124,Jeremy Cameron,11,1,12,6,3,1,1,0,0,4,0,3,0,1,2,71,76,157
7125,Tanner Bruhn↗,4,7,11,2,0,0,8,0,0,0,0,0,1,0,0,64,63,157
7126,Rhys Stanley,6,3,9,3,0,0,2,31,0,4,1,3,1,1,3,64,61,157
7127,Oliver Henry,7,2,9,3,1,2,1,0,0,3,0,2,0,0,0,46,37,157
7128,Tom Hawkins,4,3,7,3,0,2,0,7,1,0,0,5,0,0,0,36,16,157
7129,Tyson Stengle,4,3,7,1,1,0,4,0,0,2,0,2,0,2,1,42,46,157
7130,Oisin Mullin↙,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,9,11,157
7131,Caleb Serong,16,16,32,4,0,0,4,0,0,5,10,7,1,3,3,102,101,158
7132,Jaeger O'Meara,11,15,26,2,0,0,8,0,0,4,4,3,0,3,1,101,102,158
7133,Andrew Brayshaw,12,14,26,2,1,0,4,0,1,2,0,1,2,2,1,91,116,158
7134,Luke Ryan,19,4,23,8,0,0,3,0,0,4,0,2,5,0,1,98,111,158
7135,Hayden Young,15,8,23,1,0,0,2,0,0,3,0,3,2,1,0,73,63,158
7136,Liam Henry,10,13,23,2,0,0,4,0,1,3,3,3,0,0,2,72,86,158
7137,Corey Wagner,12,8,20,4,0,0,1,0,1,1,0,2,4,2,0,70,72,158
7138,Ethan Hughes,10,7,17,5,0,0,3,0,0,1,0,3,2,1,1,69,65,158
7139,Sam Switkowski,9,7,16,7,1,0,4,0,0,6,3,1,1,0,0,84,84,158
7140,Jordan Clark,6,10,16,4,0,0,0,0,0,1,2,3,4,0,3,41,59,158
7141,Neil Erasmus,5,11,16,4,0,0,2,0,0,2,1,4,2,1,2,52,55,158
7142,Sam Sturt,6,8,14,5,1,0,2,0,1,1,0,1,0,0,0,63,61,158
7143,Luke Jackson,5,9,14,2,0,0,1,43,0,1,2,1,3,2,0,88,100,158
7144,Josh Treacy,4,10,14,3,1,0,1,5,0,2,2,1,0,1,1,54,58,158
7145,Alex Pearce,6,7,13,4,0,0,2,0,0,0,1,1,2,1,1,50,59,158
7146,Michael Frederick,10,2,12,5,1,1,2,0,3,6,0,1,0,2,1,63,73,158
7147,Michael Walters,6,5,11,5,2,1,1,0,1,1,0,1,0,0,1,57,62,158
7148,Lachlan Schultz,8,3,11,6,4,0,7,0,0,1,1,0,0,1,0,101,100,158
7149,Joel Hamling,2,6,8,1,0,0,1,0,0,0,1,0,0,1,0,26,58,158
7150,Josh Corbett,6,1,7,5,0,1,0,0,0,1,0,1,0,1,1,34,27,158
7151,Matt Johnson↗,3,3,6,1,0,0,1,0,0,0,0,0,1,0,0,22,29,158
7152,Ethan Stanley↙,4,1,5,1,0,0,0,0,1,3,1,0,0,1,0,18,15,158
7153,Jye Amiss,4,0,4,3,1,1,1,0,0,2,0,0,0,1,0,33,32,158
7154,Luke Parker,17,14,31,4,0,0,9,0,1,3,8,2,3,3,1,127,155,158
7155,Jake Lloyd,16,7,23,8,0,0,0,0,0,3,2,1,5,0,0,86,91,158
7156,James Rowbottom,12,10,22,1,0,0,8,0,0,1,5,3,2,2,2,87,94,158
7157,Errol Gulden,18,4,22,5,1,1,2,0,0,4,5,5,2,3,2,89,66,158
7158,Harry Cunningham,10,11,21,5,0,0,1,0,0,0,1,3,4,0,2,65,82,158
7159,Callum Mills,14,6,20,8,2,0,2,0,1,3,1,1,3,0,0,98,107,158
7160,Oliver Florent,9,11,20,4,0,0,1,0,0,2,2,1,3,0,0,65,70,158
7161,Braeden Campbell,12,8,20,10,0,0,3,0,0,0,1,0,0,1,0,95,98,158
7162,Tom Papley,10,8,18,3,2,0,2,0,0,3,4,2,1,2,0,77,101,158
7163,Robbie Fox,8,9,17,2,0,0,1,0,1,1,0,2,1,0,2,46,62,158
7164,Chad Warner,9,8,17,4,1,1,4,0,0,5,3,6,1,1,3,70,53,158
7165,Hayden McLean,5,10,15,3,0,0,2,19,0,1,1,4,1,0,2,65,50,158
7166,Justin McInerney,11,4,15,4,0,0,3,0,1,4,0,1,1,1,1,63,74,158
7167,Logan McDonald,9,6,15,3,2,2,3,1,1,3,0,1,0,1,0,76,99,158
7168,Isaac Heeney,11,3,14,7,2,1,4,0,1,3,0,2,0,1,1,87,86,158
7169,Nick Blakey,8,6,14,2,0,0,2,0,1,0,1,4,4,0,2,44,60,158
7170,Lance Franklin,6,5,11,6,3,1,3,0,2,2,0,4,0,1,2,72,93,158
7171,Will Hayward,8,3,11,6,3,0,3,0,0,3,0,1,0,1,1,76,99,158
7172,Dane Rampe,9,1,10,3,0,0,0,0,0,1,0,1,4,0,1,35,44,158
7173,Tom McCartin,4,6,10,1,0,0,0,0,0,0,0,2,2,2,1,26,56,158
7174,Sam Wicks,2,5,7,2,0,0,3,0,1,3,1,1,0,0,1,31,49,158
7175,Joel Amartey↗,4,2,6,1,0,0,0,11,0,0,2,1,0,0,0,30,23,158
7176,Ryan Clarke↙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
7177,Zak Butters,14,17,31,5,0,1,3,0,0,7,6,0,1,1,0,105,101,159
7178,Connor Rozee,16,12,28,4,2,0,3,0,0,7,3,3,2,0,0,108,117,159
7179,Dan Houston,15,10,25,5,0,0,8,0,0,4,8,6,2,0,2,106,120,159
7180,Ryan Burton,20,2,22,4,0,2,3,0,0,5,0,1,7,2,0,92,117,159
7181,Travis Boak,10,8,18,2,0,0,3,0,0,1,3,1,1,0,0,64,71,159
7182,Jason H-Francis,13,5,18,4,1,0,4,0,0,2,6,3,0,2,1,82,94,159
7183,Sam P-Pepper,10,7,17,2,2,0,7,0,0,4,2,4,0,0,2,84,96,159
7184,Willem Drew,8,8,16,3,0,2,16,0,1,1,4,1,1,2,0,117,121,159
7185,Jeremy Finlayson,13,2,15,3,1,2,5,2,0,5,3,1,1,0,0,82,112,159
7186,Willie Rioli,11,4,15,4,1,0,2,0,2,3,1,0,1,1,0,68,89,159
7187,Kane Farrell,10,5,15,2,0,0,2,0,0,1,0,4,3,0,2,48,47,159
7188,Xavier Duursma,12,2,14,4,1,0,4,0,0,2,1,3,2,1,0,75,71,159
7189,Miles Bergman,10,4,14,5,0,0,1,0,0,2,0,3,2,1,0,58,54,159
7190,Oliver Wines,2,11,13,0,0,0,2,0,1,1,3,2,0,0,0,36,47,159
7191,Charlie Dixon,7,5,12,2,2,0,1,11,0,1,1,4,1,0,1,61,75,159
7192,Francis Evans,8,3,11,2,1,1,1,0,1,3,1,2,0,1,0,48,50,159
7193,Aliir Aliir,8,2,10,4,0,0,0,0,0,0,0,4,3,1,2,35,52,159
7194,Todd Marshall,8,2,10,5,1,1,2,0,2,2,0,2,0,0,0,58,59,159
7195,Lachlan Jones,8,2,10,3,0,0,1,0,0,1,0,2,2,0,0,41,59,159
7196,Trent McKenzie,8,0,8,2,0,0,4,0,0,1,1,1,2,0,0,46,66,159
7197,Jed McEntee,4,2,6,0,0,0,3,0,0,2,0,2,0,0,0,28,34,159
7198,Scott Lycett↗,1,4,5,0,0,0,4,21,0,1,2,5,0,1,4,37,32,159
7199,Dylan Williams↙,2,1,3,1,0,0,0,0,0,1,1,1,0,0,0,11,19,159
7200,Scott Pendlebury,16,12,28,2,0,0,1,0,1,4,6,5,3,1,0,83,71,159
7201,Steele Sidebottom,20,6,26,3,1,0,3,0,0,2,5,6,5,0,1,96,79,159
7202,Taylor Adams,20,5,25,3,1,0,5,0,0,8,9,4,1,0,1,102,97,159
7203,Nick Daicos,14,11,25,0,1,0,6,0,0,1,9,5,3,1,3,86,99,159
7204,Josh Daicos,13,11,24,2,1,1,3,0,0,3,2,6,1,1,1,84,80,159
7205,Jack Crisp,6,17,23,4,0,0,6,0,2,3,1,3,1,1,0,89,104,159
7206,Darcy Moore,12,8,20,4,0,0,3,0,0,1,0,2,6,0,0,76,113,159
7207,Patrick Lipinski,10,10,20,7,0,0,1,0,0,1,4,2,1,0,0,75,89,159
7208,Jordan De Goey,9,10,19,1,0,0,4,0,0,3,7,4,2,0,0,66,55,159
7209,Darcy Cameron,8,8,16,1,0,1,2,45,0,0,5,2,2,5,1,99,135,159
7210,Tom Mitchell↗,5,10,15,1,0,0,4,0,0,2,2,6,1,0,2,48,30,159
7211,Isaac Quaynor,8,5,13,3,0,0,1,0,0,0,1,1,4,0,0,47,65,159
7212,Jamie Elliott,6,6,12,4,3,1,0,0,2,2,0,2,0,1,0,62,108,159
7213,Brayden Maynard,9,3,12,4,0,0,3,0,1,3,0,3,2,2,1,56,62,159
7214,Nathan Murphy,5,6,11,3,0,0,1,0,0,0,0,0,2,0,0,40,80,159
7215,John Noble,6,5,11,1,0,0,4,0,0,2,1,3,4,0,0,47,54,159
7216,Beau McCreery,10,0,10,1,1,0,5,0,1,4,1,3,0,0,1,56,51,159
7217,Jeremy Howe,5,3,8,2,0,0,3,0,0,0,0,0,4,0,0,39,44,159
7218,Daniel McStay,8,0,8,4,2,0,1,0,0,1,0,3,0,1,0,53,39,159
7219,Brody Mihocek,5,3,8,1,2,1,0,0,0,2,0,0,0,0,0,37,51,159
7220,Mason Cox,4,2,6,2,0,0,2,12,1,0,1,3,0,1,1,40,27,159
7221,Bobby Hill,3,3,6,2,1,0,4,0,0,2,0,2,0,0,1,40,39,159
7222,Oleg Markov↙,1,3,4,0,0,0,2,0,0,0,0,1,2,0,0,17,25,159
7223,Stephen Coniglio,11,18,29,3,1,0,3,0,2,2,5,3,3,1,2,91,114,160
7224,Joshua Kelly,13,15,28,2,1,0,3,0,0,5,6,4,1,1,0,94,97,160
7225,Harrison Himmelberg,19,7,26,12,0,0,2,0,0,2,0,5,6,0,1,112,109,160
7226,Lachie Whitfield,20,5,25,9,0,0,3,0,0,3,0,1,4,0,1,106,133,160
7227,Lachlan Ash,14,11,25,5,0,0,2,0,0,4,1,3,4,0,0,87,82,160
7228,Callan Ward,11,12,23,6,0,0,2,0,0,5,3,3,2,1,1,81,70,160
7229,Nick Haynes,8,13,21,3,0,1,2,0,0,3,0,1,1,0,0,68,82,160
7230,Connor Idun,12,9,21,12,0,0,1,0,0,1,0,0,3,0,0,94,89,160
7231,Harry Perryman,11,9,20,4,0,0,3,0,0,2,2,2,4,2,1,74,98,160
7232,Brent Daniels,11,9,20,1,2,2,4,0,1,4,2,2,0,2,0,86,97,160
7233,Isaac Cumming,14,5,19,8,1,0,0,0,0,2,3,3,4,0,1,79,79,160
7234,Finn Callaghan,8,10,18,2,0,0,5,0,2,2,2,1,0,0,1,67,73,160
7235,Sam Taylor,10,5,15,10,0,0,2,0,0,0,0,1,6,1,0,79,121,160
7236,Jack Buckley,11,4,15,6,0,0,4,0,0,0,0,1,3,2,0,77,97,160
7237,Toby Greene↗,11,3,14,5,3,4,2,0,0,2,2,2,0,2,0,86,98,160
7238,Toby Bedford,5,9,14,4,1,1,0,0,0,1,1,3,1,0,1,49,38,160
7239,Kieren Briggs,7,4,11,2,0,0,5,23,0,2,5,4,0,1,2,73,91,160
7240,Ryan Angwin,6,5,11,3,1,1,5,0,1,1,1,2,1,1,0,65,74,160
7241,Daniel Lloyd,6,4,10,2,1,1,8,0,1,0,0,2,0,0,1,68,73,160
7242,Callum Brown,5,3,8,3,2,1,1,3,0,2,2,0,0,0,0,50,66,160
7243,Jake Riccardi,5,1,6,5,2,0,0,0,0,3,0,2,0,0,2,38,34,160
7244,Aaron Cadman,4,2,6,0,0,1,1,0,0,2,0,3,0,1,2,16,19,160
7245,Josh Fahey↙,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,8,3,160
7246,Sam Flanders,20,11,31,6,0,0,2,0,2,4,9,2,3,2,0,110,113,160
7247,Rory Atkins,20,9,29,7,0,1,0,0,0,4,2,0,8,0,0,100,99,160
7248,Noah Anderson,14,12,26,6,0,1,1,0,0,2,6,2,4,0,0,89,76,160
7249,Wil Powell,18,3,21,6,0,1,5,0,0,5,0,1,3,3,1,99,82,160
7250,Touk Miller,11,8,19,5,0,0,4,0,0,5,0,1,0,1,0,81,81,160
7251,Elijah Hollands,9,10,19,3,2,0,2,0,0,4,1,2,1,0,1,73,90,160
7252,Samuel Collins,12,5,17,11,0,0,2,0,0,2,0,1,3,0,1,84,115,160
7253,Brandon Ellis,11,5,16,6,0,0,1,0,0,4,2,1,1,0,1,62,62,160
7254,Jack Lukosius,15,1,16,9,3,0,2,0,1,2,0,2,0,1,0,101,82,160
7255,Mac Andrew,13,3,16,8,0,0,2,0,0,4,0,1,3,0,0,77,73,160
7256,Darcy Macpherson,9,6,15,5,0,0,0,0,0,0,1,0,2,0,0,54,47,160
7257,Ben Ainsworth,6,8,14,1,2,1,0,0,0,2,1,2,0,2,1,49,60,160
7258,Matt Rowell,12,2,14,3,0,0,6,0,0,4,7,5,2,2,2,69,75,160
7259,Levi Casboult,6,7,13,4,1,0,2,6,2,1,0,3,0,0,1,61,82,160
7260,David Swallow,6,7,13,3,0,0,3,0,0,3,5,3,0,1,0,54,52,160
7261,Jarrod Witts,6,6,12,3,0,0,4,31,0,1,5,3,0,2,1,85,101,160
7262,Charlie Ballard,9,0,9,6,0,0,3,0,0,0,0,3,1,0,0,57,43,160
7263,Nicholas Holman,2,7,9,2,0,0,2,0,2,1,0,2,0,0,0,34,28,160
7264,Ben Long,4,3,7,2,0,0,1,0,0,0,0,2,3,1,2,23,39,160
7265,Jy Farrar↙,4,2,6,0,0,0,0,0,0,2,0,2,0,1,0,17,10,160
7266,Bailey Humphrey,2,4,6,0,0,0,0,0,0,1,1,1,0,0,1,11,12,160
7267,Ben King,3,1,4,3,0,1,0,0,0,1,0,2,0,0,2,15,9,160
7268,Hewago Oea↗,2,0,2,0,1,0,2,0,1,1,0,1,0,0,1,17,32,160
7269,Jack Viney,18,9,27,2,1,0,1,0,0,7,5,3,1,3,0,91,94,161
7270,Angus Brayshaw,18,8,26,2,0,1,7,0,1,5,8,2,2,3,0,108,125,161
7271,Christian Petracca,12,14,26,5,0,2,5,0,0,7,5,2,0,1,0,102,119,161
7272,Ed Langdon,11,12,23,4,0,1,5,0,1,5,4,1,2,2,0,92,105,161
7273,Trent Rivers,11,10,21,3,0,0,2,0,0,2,3,2,5,1,0,71,87,161
7274,Lachlan Hunter,9,11,20,2,0,0,0,0,1,2,1,5,1,1,1,53,51,161
7275,Kysaiah Pickett,16,4,20,3,2,3,4,0,2,3,3,3,0,0,1,93,99,161
7276,Christian Salem,13,6,19,6,0,0,4,0,0,2,2,5,0,1,0,86,69,161
7277,Tom Sparrow,6,12,18,1,0,0,1,0,0,3,4,2,0,1,0,50,45,161
7278,Kade Chandler,11,5,16,6,3,0,1,0,2,2,0,1,1,0,0,83,102,161
7279,Jake Bowey,14,1,15,2,0,0,1,0,0,0,0,1,8,1,0,55,56,161
7280,Max Gawn,8,5,13,8,2,2,1,38,0,0,3,1,0,1,0,115,120,161
7281,Steven May,12,1,13,3,0,0,1,0,0,0,0,3,9,1,1,49,46,161
7282,Adam Tomlinson,7,6,13,2,0,0,2,0,0,0,0,2,5,2,1,46,85,161
7283,Alex N-Bullen,8,5,13,2,1,0,2,0,2,5,1,1,0,1,0,55,71,161
7284,James Jordon,6,5,11,2,0,0,3,0,1,3,0,2,0,1,1,44,46,161
7285,Jacob Van Rooyen,3,7,10,5,1,1,1,5,0,0,0,1,0,0,1,51,59,161
7286,Judd McVee,6,3,9,2,0,0,1,0,0,0,0,1,3,0,1,31,39,161
7287,Jake Lever,7,1,8,5,0,0,2,0,0,0,0,4,4,0,3,37,60,161
7288,Jake Melksham,7,0,7,5,2,0,0,0,0,2,0,5,0,1,1,46,36,161
7289,Taj Woewodin,4,3,7,3,1,0,2,0,1,3,0,3,0,0,1,38,34,161
7290,Ben Brown↗,5,0,5,4,0,0,1,0,1,1,0,0,0,0,0,31,40,161
7291,Joel Smith↙,3,0,3,1,1,1,0,0,1,0,0,0,0,0,0,19,48,161
7292,Harry Schoenberg,11,12,23,4,0,1,3,0,1,4,5,0,0,2,0,84,107,161
7293,Matt Crouch,7,15,22,0,0,0,9,0,0,3,7,4,0,1,2,82,86,161
7294,Jordan Dawson,12,10,22,2,0,0,11,0,1,2,5,3,4,0,3,97,115,161
7295,Mitchell Hinge,19,3,22,9,0,0,2,0,0,3,0,3,8,1,0,99,105,161
7296,Rory Sloane,14,6,20,4,0,0,7,0,1,4,3,7,2,0,4,82,82,161
7297,Brodie Smith,14,6,20,2,1,0,3,0,0,4,0,1,3,0,0,78,84,161
7298,Izak Rankine,14,6,20,3,3,3,4,0,1,4,3,0,0,0,0,100,115,161
7299,Wayne Milera,9,10,19,4,0,0,2,0,0,2,0,2,4,1,0,68,81,161
7300,Ben Keays,7,12,19,4,2,0,4,0,1,1,3,2,0,0,1,82,97,161
7301,Brayden Cook,10,6,16,5,0,1,2,0,1,2,2,1,4,0,1,63,70,161
7302,Luke Nankervis,13,3,16,6,0,0,1,0,0,3,0,2,2,0,0,67,57,161
7303,Chayce Jones,10,5,15,1,0,1,4,0,0,2,1,3,3,0,0,60,53,161
7304,Lachlan Murphy,7,6,13,3,1,1,2,0,0,2,1,3,0,1,1,55,69,161
7305,Josh Worrell,10,2,12,6,0,0,1,0,0,2,0,3,2,1,1,54,55,161
7306,Nick Murray,8,4,12,7,0,1,0,0,0,3,0,0,0,1,0,55,60,161
7307,Shane McAdam,8,3,11,8,1,1,1,0,2,3,0,0,0,1,0,66,75,161
7308,Riley Thilthorpe,4,7,11,3,0,0,0,8,0,2,0,0,1,1,0,44,49,161
7309,Taylor Walker,7,2,9,3,4,0,1,0,0,4,1,0,0,0,0,62,91,161
7310,Reilly O'Brien,2,7,9,5,0,1,4,20,0,0,0,1,0,0,1,69,87,161
7311,Darcy Fogarty,4,5,9,3,1,2,2,0,0,2,0,2,0,2,2,43,52,161
7312,Jordon Butts↗,6,2,8,4,0,0,1,0,0,0,0,3,4,0,1,35,35,161
7313,Luke Pedlar,6,1,7,2,0,2,5,0,0,2,0,4,0,0,3,39,30,161
7314,Jackson Hately↙,0,4,4,1,0,0,0,0,0,0,1,1,0,0,1,8,13,161
7315,Jack Steele,18,15,33,9,1,0,4,0,1,6,7,3,5,3,1,133,160,162
7316,Marcus Windhager,17,13,30,9,0,1,2,0,0,2,0,3,2,1,0,114,104,162
7317,Jack Sinclair,21,8,29,6,1,0,2,0,1,3,3,3,6,1,0,112,132,162
7318,Brad Crouch,9,17,26,3,0,1,8,0,1,5,6,6,0,0,2,97,101,162
7319,Mason Wood,16,9,25,9,0,1,3,0,1,3,2,4,1,2,2,102,112,162
7320,Nasiah W-Milera,16,7,23,6,0,0,3,0,0,3,1,1,4,0,1,89,94,162
7321,Callum Wilkie,11,10,21,6,0,0,5,0,0,0,0,3,3,0,1,88,88,162
7322,Rowan Marshall,12,7,19,6,1,1,6,22,0,2,3,1,0,2,0,123,124,162
7323,Jimmy Webster,9,8,17,4,0,0,4,0,0,2,1,0,1,1,0,72,90,162
7324,Zak Jones,11,6,17,3,0,2,5,0,0,2,3,3,1,1,1,74,51,162
7325,Mitchito Owens,9,8,17,6,2,1,2,1,1,1,2,3,2,2,1,82,81,162
7326,Josh Battle,10,6,16,7,0,0,1,0,0,2,1,4,5,1,1,65,60,162
7327,Mattaes Phillipou,9,6,15,2,0,0,5,0,0,3,2,2,1,2,0,67,66,162
7328,Hunter Clark,9,5,14,3,0,0,2,0,0,4,2,5,0,1,2,49,33,162
7329,Jack Higgins,8,5,13,1,2,2,3,0,0,1,0,1,0,3,0,66,80,162
7330,Cooper Sharman,7,6,13,4,1,0,2,0,0,1,1,2,0,1,0,60,64,162
7331,Anthony Caminiti,7,6,13,3,1,1,6,2,0,2,2,2,0,1,0,76,85,162
7332,Jack Billings↙,7,5,12,2,0,2,2,0,1,3,1,2,1,1,0,48,47,162
7333,Jack Bytel,7,5,12,5,0,0,0,0,0,1,2,3,0,0,1,43,31,162
7334,Jade Gresham,2,9,11,0,0,0,5,0,0,1,2,2,0,1,1,42,59,162
7335,Daniel Butler,6,2,8,0,0,0,2,0,0,2,1,3,0,0,1,27,22,162
7336,Dougal Howard,4,3,7,4,0,0,2,0,0,0,0,1,1,0,1,35,49,162
7337,Bradley Hill↗,3,1,4,2,0,0,1,0,0,1,0,0,1,0,0,21,11,162
7338,Luke D-Uniacke,16,17,33,2,0,2,4,0,1,9,12,3,1,1,1,104,133,162
7339,Harry Sheezel,21,7,28,7,0,0,5,0,1,5,2,1,9,1,1,116,126,162
7340,Aidan Corr,15,6,21,8,0,0,0,0,0,1,0,3,7,0,1,78,78,162
7341,Darcy Tucker,11,10,21,8,0,0,4,0,0,1,0,4,5,0,2,87,81,162
7342,Will Phillips,8,12,20,1,0,0,11,0,0,4,2,3,2,2,1,94,88,162
7343,Ben McKay,12,6,18,9,0,0,2,0,0,0,1,4,2,1,3,75,91,162
7344,Liam Shiels↗,10,6,16,8,0,1,7,0,0,3,1,2,1,1,1,93,72,162
7345,Josh Goater,9,6,15,7,0,0,2,0,0,1,1,2,3,0,0,68,67,162
7346,Todd Goldstein,4,10,14,4,0,0,4,32,1,0,2,0,1,0,0,92,107,162
7347,Luke McDonald,10,4,14,8,0,0,7,0,0,1,1,1,3,0,1,87,87,162
7348,Tarryn Thomas,7,7,14,4,3,0,7,0,0,3,3,3,0,0,2,87,98,162
7349,Daniel Howe,9,4,13,4,0,0,2,0,0,2,3,3,1,2,0,57,43,162
7350,Tristan Xerri,6,7,13,2,1,0,3,30,0,2,2,3,0,2,1,85,88,162
7351,Bailey Scott,9,3,12,4,0,1,3,0,0,1,2,5,0,0,1,55,32,162
7352,Curtis Taylor,7,3,10,3,0,0,2,0,2,2,0,0,0,0,0,44,53,162
7353,Eddie Ford,7,3,10,3,1,1,5,0,1,1,0,4,0,0,3,54,58,162
7354,Lachie Young,6,3,9,3,0,0,3,0,0,3,0,1,1,1,0,46,51,162
7355,Jaidyn Stephenson,2,6,8,1,0,0,6,1,1,2,0,1,1,1,1,44,44,162
