playerid,Player,K,HB,D,M,G,B,T,HO,GA,I50,CL,CG,R50,FF,FA,AF,SC,fixture_id
300,Darcy Parish,22,15,37,4,0,0,1,0,1,10,13,4,1,1,2,107,109,8
301,Zachary Merrett,14,15,29,7,0,1,3,0,3,6,4,3,1,1,0,107,92,8
302,Will Setterfield,12,13,25,10,1,0,6,0,0,3,1,1,4,0,0,122,99,8
303,Andrew McGrath,12,13,25,5,0,0,1,0,0,3,1,3,4,0,0,81,75,8
304,Mason Redman,22,2,24,6,2,0,1,0,0,1,0,0,6,0,0,104,118,8
305,Dylan Shiel,12,11,23,3,0,0,2,0,1,7,2,3,3,1,2,70,76,8
306,Kyle Langford,17,5,22,10,0,1,3,0,1,3,0,5,3,0,3,95,83,8
307,Jayden Laverde,11,11,22,14,0,0,0,0,0,0,0,3,8,0,1,94,63,8
308,Nicholas Martin,11,10,21,6,0,0,2,0,3,8,0,3,1,0,1,76,80,8
309,Jordan Ridley,16,4,20,8,1,0,0,0,0,0,0,2,2,1,0,87,107,8
310,Archie Perkins,17,3,20,7,3,3,1,0,2,5,0,1,0,1,0,104,114,8
311,Brandon Z-Thatcher,12,7,19,8,0,0,0,0,0,2,0,4,3,0,2,68,100,8
312,Sam Durham,12,7,19,6,1,0,3,0,0,1,3,0,1,3,0,89,108,8
313,Dyson Heppell,8,8,16,5,1,0,1,0,0,1,0,3,1,0,1,62,60,8
314,Jake Kelly,8,8,16,5,0,0,1,0,0,1,0,2,1,0,1,56,56,8
315,Jye Caldwell,9,7,16,2,1,0,0,0,0,4,3,0,0,0,0,53,73,8
316,Harrison Jones↗,6,6,12,6,1,1,0,0,1,2,1,2,0,1,0,56,70,8
317,Jye Menzie,7,5,12,6,2,1,3,0,1,1,0,0,0,0,0,74,68,8
318,Sam Weideman,7,4,11,3,2,1,4,0,0,0,1,1,0,4,0,71,95,8
319,Alwyn Davey,7,2,9,5,1,0,3,0,1,5,0,3,0,0,0,58,58,8
320,Sam Draper,7,1,8,1,2,0,1,11,0,1,2,5,1,3,3,47,73,8
321,Andrew Phillips,3,1,4,1,0,0,1,9,0,1,1,2,0,0,1,24,21,8
322,Anthony M-Tipungwuti↙,3,1,4,3,1,1,0,0,1,1,0,0,0,0,0,27,18,8
323,Brad Crouch,7,23,30,4,0,0,4,0,0,2,4,6,3,1,2,90,80,9
324,Jack Steele,17,11,28,5,0,0,3,0,0,7,5,4,1,2,0,102,90,9
325,Ryan Byrnes,19,8,27,5,0,0,1,0,2,5,4,6,3,2,0,94,92,9
326,Jack Sinclair,18,8,26,4,0,0,1,0,0,2,3,2,10,0,0,86,104,9
327,Callum Wilkie,14,10,24,3,0,0,1,0,0,1,0,6,5,2,2,71,81,9
328,Bradley Hill,12,9,21,4,0,0,4,0,0,2,0,1,1,0,0,82,67,9
329,Mason Wood,15,5,20,6,2,1,4,0,0,4,1,2,3,0,1,99,108,9
330,Liam Stocker,10,10,20,9,0,0,1,0,0,0,1,1,8,0,0,81,74,9
331,Hunter Clark,12,6,18,1,0,1,4,0,0,2,4,4,0,0,2,62,54,9
332,Nasiah W-Milera,17,1,18,5,0,1,1,0,0,3,0,5,5,0,1,70,52,9
333,Jade Gresham,11,6,17,4,2,0,2,0,0,3,0,5,1,0,1,74,77,9
334,Josh Battle,7,9,16,6,0,0,2,0,0,1,1,5,4,1,2,60,80,9
335,Rowan Marshall,8,8,16,2,0,0,4,17,0,1,5,6,1,2,3,72,80,9
336,Mattaes Phillipou,6,10,16,3,1,0,0,0,1,2,2,1,1,1,0,54,76,9
337,Jack Bytel,8,7,15,4,1,0,7,0,0,1,2,4,2,2,1,83,71,9
338,Mitchito Owens,10,5,15,6,2,0,1,0,0,4,1,3,0,3,0,77,76,9
339,Jimmy Webster,9,5,14,5,0,0,1,0,0,1,1,4,3,1,1,54,44,9
340,Dougal Howard,6,7,13,2,0,0,0,0,0,0,0,4,1,2,3,31,58,9
341,Jack Higgins,6,3,9,4,1,0,2,0,0,3,0,1,0,1,0,51,44,9
342,Anthony Caminiti,4,5,9,2,0,1,0,1,1,3,0,3,0,2,1,29,34,9
343,Daniel Butler↗,5,3,8,1,0,1,1,0,0,3,1,3,1,0,1,26,15,9
344,Zaine Cordy,4,2,6,0,1,0,1,1,1,2,0,1,2,1,1,25,37,9
345,Ben Paton↙,3,3,6,2,0,0,0,0,0,0,0,1,2,0,0,21,27,9
346,Luke Ryan,30,7,37,13,0,0,4,0,0,1,0,2,10,0,1,156,171,9
347,Brennan Cox,22,8,30,20,0,0,0,0,0,2,0,1,5,2,1,141,154,9
348,Hayden Young,18,12,30,13,0,0,1,0,0,2,1,1,6,0,1,118,137,9
349,Caleb Serong,11,18,29,3,0,0,1,0,0,5,7,3,1,1,0,83,70,9
350,Jordan Clark,18,10,28,11,0,1,0,0,0,3,0,4,3,1,2,103,100,9
351,Andrew Brayshaw,19,7,26,4,0,0,7,0,0,5,2,6,4,3,0,114,70,9
352,Heath Chapman,12,10,22,8,0,0,2,0,0,1,0,3,2,0,1,85,90,9
353,Nathan Wilson,14,7,21,8,0,0,0,0,0,3,0,1,4,0,1,77,83,9
354,Liam Henry,9,12,21,4,0,0,0,0,2,3,0,3,0,0,1,60,83,9
355,Alex Pearce,12,8,20,8,0,0,2,0,0,1,0,3,3,0,3,75,92,9
356,Will Brodie,8,12,20,1,0,1,6,0,0,4,5,3,2,0,0,76,74,9
357,Jaeger O'Meara,6,13,19,2,0,0,6,0,0,4,2,1,0,1,1,72,72,9
358,James Aish,12,6,18,5,1,1,2,0,0,2,1,2,0,1,0,79,60,9
359,Sean Darcy,9,9,18,5,0,0,3,38,2,4,4,6,0,3,3,104,96,9
360,Ethan Hughes,9,7,16,5,0,0,1,0,0,6,2,0,2,0,0,60,65,9
361,Sam Switkowski,9,7,16,5,1,2,5,0,0,5,1,1,1,2,0,86,70,9
362,Lachlan Schultz,10,5,15,4,2,0,2,0,0,4,1,2,0,2,1,71,79,9
363,Michael Frederick,8,7,15,5,1,0,2,0,0,4,1,3,0,0,0,67,57,9
364,Luke Jackson,5,7,12,0,0,2,5,7,1,0,2,3,0,4,1,59,61,9
365,Nathan Fyfe,7,2,9,7,0,1,2,0,0,4,0,6,0,0,3,46,26,9
366,Matthew Taberner↗,6,3,9,4,1,0,0,0,0,2,0,1,0,1,1,40,41,9
367,Bailey Banfield↙,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,15,11,9
368,Josh Treacy,2,1,3,0,1,0,1,0,0,0,0,4,0,1,2,13,17,9
369,Adam Saad,20,9,29,7,0,0,1,0,1,5,2,6,4,0,0,103,113,10
370,Patrick Cripps,9,18,27,4,0,0,6,0,1,3,6,4,1,2,0,101,99,10
371,Edward Curnow,16,10,26,3,1,0,8,0,1,2,6,8,2,0,4,103,105,10
372,Blake Acres,16,10,26,11,0,0,2,0,1,6,4,4,4,1,1,107,119,10
373,Matthew Kennedy,12,14,26,5,0,1,4,0,1,3,4,2,1,1,0,97,110,10
374,Adam Cerra,14,11,25,5,0,1,2,0,0,5,2,5,1,2,0,90,75,10
375,Nic Newman,17,7,24,6,0,0,3,0,0,3,0,6,5,3,3,89,105,10
376,Sam Docherty,15,6,21,7,0,0,0,0,0,1,0,3,6,1,0,79,73,10
377,Oliver Hollands,14,6,20,5,0,1,2,0,0,2,2,5,2,2,1,77,71,10
378,Zac Fisher,14,5,19,3,1,0,3,0,0,2,0,3,2,0,0,79,84,10
379,Lewis Young,11,3,14,6,0,0,0,0,0,0,0,1,2,0,0,57,64,10
380,Jack Silvagni↗,9,4,13,4,0,2,1,0,2,3,0,1,0,1,1,51,64,10
381,Matt Owies,11,2,13,2,3,0,2,0,1,2,0,4,0,2,2,65,82,10
382,Jacob Weitering,9,3,12,8,0,0,1,0,0,1,0,3,5,2,0,63,61,10
383,Jesse Motlop,6,6,12,3,1,0,1,0,1,1,0,1,0,1,0,50,53,10
384,Lachlan Cowan,7,5,12,3,0,0,0,0,0,1,0,0,0,0,0,40,51,10
385,Charlie Curnow,9,2,11,9,5,2,1,0,0,1,0,0,0,0,0,94,103,10
386,Tom De Koning,6,5,11,2,0,0,6,22,1,2,3,6,2,2,1,79,93,10
387,Mitch McGovern,10,0,10,4,0,0,5,0,0,1,0,4,3,0,0,62,61,10
388,Marc Pittonet,4,6,10,3,0,0,2,14,0,1,1,4,0,1,1,53,67,10
389,Harry McKay,9,1,10,6,1,1,1,0,0,1,0,1,0,3,0,61,64,10
390,Corey Durdin,7,1,8,3,1,2,5,0,0,1,2,2,0,0,1,57,55,10
391,Lochie O'Brien↙,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,11,18,10
392,Cameron Guthrie,19,6,25,6,0,0,4,0,0,7,2,8,1,1,2,98,77,10
393,Jeremy Cameron,22,3,25,8,6,1,2,0,0,6,1,7,1,0,1,138,149,10
394,Isaac Smith,13,10,23,6,0,0,4,0,0,3,1,2,5,0,0,93,83,10
395,Max Holmes,11,12,23,4,0,0,4,0,2,6,4,2,2,2,0,87,102,10
396,Patrick Dangerfield,8,14,22,0,0,0,8,0,0,5,8,3,0,2,0,86,85,10
397,Jack Bowes,15,5,20,2,0,1,5,0,0,2,3,4,6,1,2,77,108,10
398,Zach Tuohy,13,5,18,2,0,0,0,0,0,2,1,2,3,1,0,56,78,10
399,Mark Blicavs,8,10,18,3,1,0,2,11,0,3,4,4,1,0,1,75,91,10
400,Gryan Miers,10,8,18,5,0,2,3,0,3,5,1,5,1,0,1,72,61,10
401,Rhys Stanley↗,5,11,16,1,0,0,3,14,1,1,3,5,2,2,3,59,86,10
402,Sam De Koning,4,10,14,4,0,0,0,0,0,0,1,5,4,1,2,39,53,10
403,Tom Atkins,5,8,13,0,0,0,12,0,0,1,4,2,0,1,2,74,80,10
404,Tyson Stengle,9,3,12,3,0,1,3,0,3,3,0,5,0,0,2,49,29,10
405,Zach Guthrie,6,6,12,3,0,0,4,0,0,0,0,1,1,1,0,56,67,10
406,Jed Bews,7,3,10,3,0,0,4,0,0,1,0,4,1,0,1,49,36,10
407,Tanner Bruhn,4,6,10,2,0,0,3,0,0,2,2,2,0,1,0,43,46,10
408,Oliver Henry,6,4,10,4,2,1,1,0,0,1,0,3,0,1,2,50,55,10
409,Mark O'Connor,5,4,9,3,0,0,1,0,0,0,0,0,3,1,0,37,46,10
410,Tom Hawkins,6,2,8,3,1,1,0,1,2,1,0,3,0,0,3,30,47,10
411,Bradley Close,3,5,8,1,1,0,1,0,0,2,0,0,0,0,0,32,48,10
412,Gary Rohan,4,3,7,2,1,0,4,0,0,2,0,1,1,0,0,46,52,10
413,Esava Ratugolea,4,2,6,3,0,0,1,0,0,1,0,4,2,0,2,23,31,10
414,Cooper Whyte↙,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,10
415,Will Ashcroft,14,17,31,0,1,1,1,0,1,2,9,2,2,3,0,90,105,11
416,Lachie Neale,17,10,27,8,0,1,0,0,0,5,8,3,1,1,1,94,100,11
417,Josh Dunkley,14,12,26,3,0,1,5,0,1,3,9,0,5,1,0,97,117,11
418,Dayne Zorko↗,16,6,22,9,2,0,4,0,2,8,2,1,1,1,0,116,139,11
419,Harris Andrews,18,4,22,10,0,0,2,0,0,2,0,6,3,0,2,94,99,11
420,Hugh McCluggage,14,7,21,3,0,0,1,0,0,2,6,6,2,0,0,69,55,11
421,Jarrod Berry,11,6,17,3,1,0,6,0,0,4,5,2,2,1,0,85,101,11
422,Cameron Rayner,13,3,16,4,0,0,1,0,1,3,4,6,3,0,2,55,67,11
423,Conor McKenna,11,4,15,3,0,1,3,0,2,1,1,3,2,2,0,65,78,11
424,Daniel Rich,10,4,14,3,0,0,0,0,0,1,2,1,3,1,0,48,69,11
425,Jack Gunston,12,1,13,7,0,1,1,0,0,5,0,4,0,1,0,65,56,11
426,Darcy Wilmot,12,1,13,2,0,0,3,0,1,3,2,3,2,2,0,58,68,11
427,Joe Daniher,12,0,12,4,4,2,1,1,1,1,2,0,0,3,0,82,102,11
428,Charlie Cameron,9,3,12,1,2,0,5,0,0,5,1,4,0,0,1,65,77,11
429,Darcy Fort,7,5,12,2,0,0,1,17,0,2,2,6,1,0,3,49,63,11
430,Jack Payne,11,0,11,8,0,0,1,0,0,1,0,2,7,0,0,61,69,11
431,Lincoln McCarthy,5,5,10,3,1,0,4,0,0,1,1,3,0,0,1,53,57,11
432,Zac Bailey,4,6,10,0,2,0,1,0,0,2,2,5,0,1,1,38,69,11
433,Darragh Joyce,7,2,9,6,0,0,2,0,0,0,0,1,1,0,1,48,58,11
434,Oscar McInerney,6,3,9,2,1,0,2,25,0,3,4,2,3,0,0,69,89,11
435,Brandon Starcevich,7,1,8,5,0,0,4,0,0,1,0,4,1,0,2,48,39,11
436,Eric Hipwood,7,0,7,6,0,0,1,0,1,3,0,4,0,0,3,34,38,11
437,Deven Robertson↙,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,0,11
438,Clayton Oliver,22,15,37,4,1,1,9,0,0,11,5,8,4,1,1,149,135,11
439,Angus Brayshaw,18,9,27,6,0,0,2,0,0,1,2,7,5,0,4,86,88,11
440,Christian Petracca,11,13,24,1,1,0,6,0,1,6,5,5,2,1,1,90,97,11
441,Lachlan Hunter,15,7,22,6,1,0,4,0,2,5,1,1,1,1,0,100,99,11
442,Tom Sparrow,7,14,21,4,0,1,0,0,0,4,1,0,2,2,0,64,70,11
443,Jake Lever,14,6,20,8,0,0,1,0,0,1,0,2,5,1,1,80,114,11
444,Jack Viney,8,11,19,0,0,0,6,0,0,2,6,3,2,2,1,69,80,11
445,Trent Rivers,13,6,19,3,0,0,2,0,0,2,1,2,6,0,1,65,79,11
446,Ed Langdon,9,9,18,3,0,0,2,0,0,1,2,1,2,0,0,62,67,11
447,Ben Brown,12,3,15,6,4,0,1,4,0,1,0,0,1,1,0,93,98,11
448,Jake Bowey,12,3,15,2,0,0,2,0,0,4,1,1,4,1,1,54,74,11
449,Adam Tomlinson,10,3,13,1,0,0,1,0,0,1,0,2,5,0,1,40,63,11
450,Alex N-Bullen,8,5,13,6,1,0,5,0,0,3,0,2,0,0,0,78,71,11
451,Bayley Fritsch,10,3,13,6,3,1,3,0,1,2,0,2,0,2,0,87,73,11
452,Brodie Grundy,3,9,12,0,0,0,5,45,0,3,3,3,1,3,0,95,74,11
453,Kade Chandler,8,4,12,6,1,0,2,0,1,4,0,2,1,0,0,64,71,11
454,Tom McDonald,5,5,10,2,1,0,2,1,1,1,2,0,1,1,0,47,61,11
455,James Harmes,3,7,10,0,0,0,2,0,1,0,2,5,0,0,4,19,38,11
456,Charlie Spargo,6,3,9,2,0,0,6,0,2,1,0,3,1,1,1,52,56,11
457,Harrison Petty,1,7,8,0,0,0,3,0,0,0,1,3,0,0,2,23,40,11
458,Judd McVee,4,4,8,2,0,0,0,0,0,1,0,2,1,0,0,26,23,11
459,Jake Melksham↙,2,2,4,1,0,0,2,0,0,0,0,2,0,0,0,21,13,11
460,Max Gawn↗,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,4,0,11
461,Nick Daicos,21,11,32,4,2,0,2,0,1,6,1,3,5,0,0,117,149,12
462,Tom Mitchell,12,15,27,3,1,0,5,0,1,4,8,3,3,3,2,98,122,12
463,Josh Daicos,17,9,26,3,2,0,1,0,0,4,3,7,0,2,0,96,84,12
464,Steele Sidebottom,14,10,24,3,1,0,3,0,2,4,3,2,0,0,1,86,146,12
465,Jack Crisp,11,11,22,4,0,0,4,0,3,4,3,5,3,3,1,83,101,12
466,Scott Pendlebury,7,13,20,1,0,0,6,0,2,3,6,2,0,3,1,74,120,12
467,Taylor Adams,9,11,20,2,2,1,5,0,0,2,6,1,0,3,1,88,110,12
468,John Noble,14,5,19,5,0,0,2,0,1,4,1,1,6,2,0,77,107,12
469,Darcy Cameron,12,6,18,5,0,1,5,29,1,4,4,4,2,2,2,109,137,12
470,Darcy Moore,11,4,15,8,0,0,0,0,0,4,0,2,7,1,0,66,85,12
471,Isaac Quaynor,7,8,15,5,0,0,1,0,0,1,0,1,3,1,0,57,52,12
472,Will H-Elliott,12,2,14,7,1,0,0,0,0,2,1,2,0,1,0,68,68,12
473,Jamie Elliott,4,8,12,1,2,2,2,0,2,1,0,1,0,2,0,55,103,12
474,Mason Cox,9,3,12,3,1,0,0,9,0,3,0,2,0,4,0,61,76,12
475,Jordan De Goey,4,8,12,3,1,1,6,0,0,2,3,3,0,2,1,67,84,12
476,Bobby Hill,6,6,12,0,1,0,1,0,2,2,0,2,0,0,0,40,71,12
477,Daniel McStay,6,4,10,6,1,0,1,0,1,2,0,1,0,2,1,53,71,12
478,Brody Mihocek↗,8,2,10,5,3,1,1,0,0,0,0,2,0,0,0,66,65,12
479,Brayden Maynard,7,2,9,2,0,1,2,0,0,3,0,1,1,0,1,37,46,12
480,Billy Frampton,8,1,9,5,0,0,2,0,0,0,0,2,6,0,0,49,41,12
481,Nathan Murphy,6,2,8,2,0,0,3,0,0,0,0,3,1,3,2,37,50,12
482,Beau McCreery,3,2,5,1,2,0,4,0,0,2,0,3,1,0,2,38,47,12
483,Reef McInnes↙,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,12,12,12
484,Oliver Wines,8,13,21,4,0,1,3,0,0,2,5,2,3,3,1,75,93,12
485,Sam P-Pepper,11,10,21,4,0,0,4,0,0,4,3,4,2,0,1,78,89,12
486,Connor Rozee,11,8,19,4,1,1,3,0,0,2,1,2,1,1,0,81,92,12
487,Zak Butters,9,9,18,3,0,0,1,0,0,4,0,1,2,1,0,59,67,12
488,Willem Drew,9,8,17,3,0,0,5,0,0,3,8,5,1,3,4,63,86,12
489,Miles Bergman,9,8,17,6,0,0,3,0,0,2,1,6,4,1,4,62,60,12
490,Darcy B-Jones,10,6,16,5,0,0,1,0,0,1,0,3,3,0,1,58,62,12
491,Dan Houston,13,3,16,7,0,0,3,0,0,2,0,4,3,1,2,73,72,12
492,Jason H-Francis,8,7,15,6,0,0,1,0,0,2,1,7,2,0,6,42,45,12
493,Charlie Dixon,8,6,14,5,3,1,2,6,1,3,3,0,0,1,0,85,123,12
494,Kane Farrell,10,4,14,5,1,0,4,0,0,2,0,3,3,0,0,75,68,12
495,Mitch Georgiades,10,4,14,7,1,2,0,0,1,3,0,5,0,1,3,59,43,12
496,Todd Marshall,10,3,13,3,2,1,1,0,0,3,0,4,0,0,2,56,55,12
497,Willie Rioli,6,7,13,3,0,0,1,0,1,1,0,2,0,0,0,45,41,12
498,Xavier Duursma,8,5,13,5,0,0,1,0,0,2,0,2,2,0,2,47,56,12
499,Travis Boak↙,5,6,11,2,0,0,0,0,1,4,2,4,0,0,1,30,31,12
500,Scott Lycett,2,8,10,1,0,0,1,19,0,2,3,1,1,1,1,46,48,12
501,Aliir Aliir,7,2,9,3,0,0,2,0,0,0,0,4,1,1,3,34,44,12
502,Orazio Fantasia,6,3,9,1,1,2,2,0,1,2,0,1,0,1,0,44,53,12
503,Ryan Burton,9,0,9,3,0,0,1,0,0,1,0,2,6,0,1,37,45,12
504,Lachlan Jones,3,2,5,3,0,0,0,0,0,1,0,2,1,0,1,19,17,12
505,Jase Burgoyne↗,5,0,5,3,0,0,0,0,0,1,0,0,1,0,0,24,25,12
506,Thomas Jonas,2,1,3,2,0,0,0,0,0,0,0,1,0,0,1,11,38,12
507,Rory Laird,16,23,39,4,0,1,8,0,2,7,7,3,0,3,0,142,147,13
508,Jordan Dawson,19,8,27,5,0,0,3,0,0,2,1,0,6,1,0,101,110,13
509,Lachlan Sholl,18,9,27,7,0,0,4,0,0,3,3,4,1,1,0,110,110,13
510,Ben Keays,10,11,21,2,0,2,3,0,0,2,0,3,2,1,1,70,64,13
511,Brodie Smith,15,5,20,4,0,1,4,0,0,4,4,7,3,0,2,78,58,13
512,Josh Rachele,13,6,19,4,2,1,2,0,0,4,2,4,0,1,0,85,70,13
513,Jake Soligo,9,9,18,5,0,1,6,0,0,2,0,2,2,1,0,86,83,13
514,Reilly O'Brien,4,13,17,6,0,0,4,30,1,1,4,3,0,2,2,98,97,13
515,Rory Sloane,7,9,16,2,0,0,1,0,0,1,3,2,1,1,0,50,46,13
516,Mitchell Hinge,9,7,16,4,0,0,2,0,0,1,1,2,3,0,1,58,80,13
517,Taylor Walker,12,2,14,10,2,3,1,0,1,4,0,2,0,1,1,87,97,13
518,Tom Doedee,7,6,13,6,0,0,2,0,0,2,1,0,2,0,0,59,82,13
519,Lachlan Murphy,10,3,13,2,0,0,1,0,3,6,3,1,0,1,0,47,80,13
520,Harry Schoenberg,9,4,13,3,0,0,1,0,0,1,0,4,1,0,1,45,49,13
521,Nick Murray,9,4,13,5,0,0,1,0,0,1,1,2,5,1,0,55,82,13
522,Darcy Fogarty,11,1,12,6,3,1,1,0,1,2,0,2,1,1,0,77,77,13
523,Izak Rankine,8,4,12,2,2,1,3,0,0,3,2,4,0,0,3,54,48,13
524,Luke Pedlar,9,3,12,6,0,2,2,0,0,1,0,3,0,0,2,55,36,13
525,Sam Berry,5,6,11,2,0,0,5,0,1,1,0,1,1,2,1,52,58,13
526,Elliott Himmelberg,7,2,9,4,0,0,0,1,0,1,0,1,1,0,1,35,50,13
527,Riley Thilthorpe↙,5,3,8,3,1,0,1,4,0,3,1,2,1,0,1,41,40,13
528,Max Michalanney,4,4,8,2,0,0,5,0,0,1,0,2,3,2,0,48,48,13
529,Patrick Parnell↗,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,13
530,Tim Taranto,15,13,28,4,0,1,8,0,0,7,7,7,1,1,3,108,95,13
531,Liam Baker,15,10,25,5,1,0,3,0,1,2,1,3,8,2,0,100,118,13
532,Jacob Hopper,10,13,23,7,1,0,6,0,1,6,4,0,3,2,0,109,119,13
533,Daniel Rioli,17,6,23,7,0,0,1,0,0,2,2,2,4,1,0,89,75,13
534,Dion Prestia,7,14,21,1,0,0,0,0,0,2,3,5,0,0,2,46,57,13
535,Nick Vlastuin,17,3,20,5,0,0,2,0,0,1,0,1,8,1,1,78,104,13
536,Jayden Short,15,5,20,3,1,0,0,0,2,5,1,0,1,0,0,70,100,13
537,Marlion Pickett,10,9,19,5,0,0,1,0,2,5,1,4,1,0,3,58,61,13
538,Toby Nankervis,8,10,18,4,0,0,4,37,0,2,6,3,1,2,3,102,118,13
539,Trent Cotchin,8,9,17,2,1,0,1,0,0,2,3,2,1,1,0,59,85,13
540,Nathan Broad,10,6,16,4,1,0,2,0,0,0,1,1,5,1,1,66,85,13
541,Shai Bolton,11,5,16,3,1,0,3,0,0,5,3,3,0,0,2,64,54,13
542,Jack Graham,6,9,15,6,1,0,4,0,1,2,0,1,0,2,0,78,72,13
543,Dustin Martin↗,8,6,14,6,1,0,1,0,0,2,1,1,0,0,0,64,68,13
544,Kamdyn Mcintosh,6,7,13,1,0,1,1,0,0,0,2,4,0,0,0,40,35,13
545,Noah Balta,13,0,13,10,0,0,0,0,0,1,0,1,6,0,0,69,88,13
546,Tom Lynch,10,1,11,8,3,0,0,0,1,1,0,6,0,0,3,65,81,13
547,Jack Riewoldt,6,3,9,6,2,2,0,0,3,2,0,0,0,0,0,56,78,13
548,Dylan Grimes,1,7,8,1,0,0,1,0,0,0,0,1,1,0,1,21,37,13
549,Samson Ryan,4,2,6,4,3,0,1,6,0,1,1,1,0,1,0,57,72,13
550,Maurice Rioli,5,0,5,0,0,0,2,0,1,0,0,1,0,0,0,23,17,13
551,Tylar Young,5,0,5,2,0,0,1,0,0,2,0,2,1,1,1,23,34,13
552,Rhyan Mansell↙,2,1,3,0,1,0,1,0,0,1,0,0,0,1,0,19,31,13
553,Bailey Smith,18,10,28,6,0,0,3,0,0,5,5,4,2,1,0,105,87,14
554,Jackson Macrae,7,18,25,2,0,0,2,0,1,3,2,1,1,2,0,73,85,14
555,Thomas Liberatore,9,15,24,3,0,0,8,0,0,1,6,2,2,0,0,98,87,14
556,Marcus Bontempelli,13,11,24,4,0,0,5,1,1,4,6,1,2,1,1,92,125,14
557,Caleb Daniel,13,10,23,4,0,1,3,0,0,2,3,1,3,0,0,84,77,14
558,Hayden Crozier,16,6,22,10,0,1,2,0,0,0,0,2,6,3,0,102,96,14
559,Bailey Dale,12,9,21,2,0,0,1,0,0,2,0,1,4,1,1,62,83,14
560,Timothy English,11,10,21,8,1,0,5,26,0,1,5,8,1,3,5,117,139,14
561,Taylor Duryea,15,4,19,5,0,0,1,0,0,3,0,2,4,0,1,69,81,14
562,Ed Richards,14,5,19,6,0,0,1,0,0,2,3,2,2,1,1,72,70,14
563,Alex Keath,13,4,17,10,0,0,2,0,0,2,0,1,5,0,0,85,71,14
564,Josh Bruce,10,7,17,10,0,0,3,0,0,0,0,4,2,1,1,84,74,14
565,Toby McLean,3,14,17,4,0,0,3,0,1,2,3,2,0,0,0,61,62,14
566,Oskar Baker,8,5,13,6,1,1,1,0,0,2,0,2,0,0,0,63,55,14
567,Liam Jones,10,2,12,9,0,0,0,0,0,0,0,1,4,0,1,58,76,14
568,Riley Garcia,5,7,12,0,1,0,6,0,0,1,1,1,0,1,1,57,63,14
569,Bailey Williams,10,1,11,6,0,1,4,0,0,0,0,1,1,0,0,67,51,14
570,Aaron Naughton,9,2,11,6,2,2,3,2,1,5,0,2,0,2,0,79,74,14
571,Anthony Scott,6,4,10,4,0,1,3,0,0,1,1,1,1,0,1,48,38,14
572,Jamarra U-Hagan,5,3,8,4,0,2,0,0,0,1,0,6,0,0,3,26,23,14
573,Rhylee West,1,3,4,1,0,0,3,0,0,0,0,2,0,0,2,18,29,14
574,Robbie McComb↙,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
575,Sam Darcy↗,1,1,2,1,0,0,2,3,0,0,1,3,2,0,3,10,16,14
576,Jack Sinclair,22,11,33,5,0,0,2,0,1,3,0,2,2,2,1,110,124,14
577,Jack Steele,15,14,29,5,1,0,6,0,0,7,6,4,2,0,0,118,96,14
578,Brad Crouch,11,15,26,4,0,0,9,0,2,4,6,1,1,0,0,111,114,14
579,Hunter Clark,14,12,26,7,0,0,3,0,0,4,2,6,0,1,3,91,60,14
580,Sebastian Ross,17,7,24,5,0,0,3,0,2,8,8,1,2,0,0,92,89,14
581,Mason Wood,15,9,24,7,1,2,3,0,1,2,1,4,4,0,1,101,106,14
582,Bradley Hill,13,9,22,8,0,0,4,0,2,2,1,3,0,2,0,99,74,14
583,Ben Paton,14,7,21,7,0,0,2,0,0,1,0,1,3,2,0,87,96,14
584,Rowan Marshall,10,10,20,4,0,0,6,29,0,3,9,4,2,4,1,116,129,14
585,Nasiah W-Milera,15,4,19,6,0,0,2,0,1,1,0,1,6,0,0,79,76,14
586,Jade Gresham,12,6,18,7,2,0,2,0,1,4,2,3,0,2,1,88,76,14
